name,number_of_episodes,original_language,vote_count,vote_average,vote_Avg_Category
Samurai Jack,60,en,650,8.453,3
Steven Universe Future,20,en,649,8.178,3
Doña Bárbara,190,es,649,7.748,2
The Killing,44,en,648,7.873,2
Endless Love,74,tr,648,7.785,2
Girl Meets World,71,en,647,8.405,3
The Mist,10,en,647,6.2,2
"Beverly Hills, 90210",284,en,646,7.431,2
S.O.Z: Soldiers or Zombies,8,es,646,7.176,2
Top Gear,219,en,646,7.389,2
El Chapulín Colorado,273,es,644,7.984,2
Saint Seiya: Soul of Gold,13,ja,643,7.939,2
"Scooby-Doo, Where Are You!",41,en,643,7.854,2
Inside Job,18,en,643,8.185,3
Gleipnir,13,ja,643,8.183,3
I Am Not a Robot,32,ko,641,8.3,3
Codename: Kids Next Door,139,en,640,8.219,3
The Marvelous Mrs. Maisel,43,en,639,8.1,3
Pinky and the Brain,95,en,639,7.7,2
Lethal Weapon,55,en,638,7.299,2
"Maradona, Blessed Dream",10,es,637,7.477,2
The Exorcist,20,en,637,7.3,2
Himouto! Umaru-chan,24,ja,636,8.3,3
Teenage Mutant Ninja Turtles,193,en,635,7.574,2
The Daily Life of the Immortal King,39,zh,635,8.505,3
Animaniacs,275,en,633,7.979,2
Timeless,26,en,633,7.254,2
Marvel Studios Legends,42,en,631,7.425,2
The Quintessential Quintuplets,24,ja,630,8.519,3
"Why the Hell Are You Here, Teacher!?",12,ja,629,8.5,3
Code Geass: Lelouch of the Rebellion,50,ja,629,8.4,3
Cardcaptor Sakura,92,ja,629,8.57,3
Freaks and Geeks,18,en,627,8.1,3
Steins;Gate,24,ja,625,8.492,3
Bewitched,254,en,624,7.9,2
Guillermo del Toro's Cabinet of Curiosities,8,en,624,7.651,2
El Chema,85,es,623,7.648,2
Curb Your Enthusiasm,110,en,622,8.056,3
The God of High School,13,ja,622,8.342,3
The Shield,88,en,622,8.124,3
Oz,56,en,621,8.064,3
Club 57,120,es,620,8.221,3
The Avengers: Earth's Mightiest Heroes,52,en,620,8.2,3
V,22,en,618,6.821,2
Travelers,34,en,618,7.591,2
On My Block,38,en,618,8.461,3
Jupiter's Legacy,8,en,617,7.097,2
Pandemic: How to Prevent an Outbreak,6,en,616,6.919,2
Into the Badlands,32,en,616,7.59,2
La Doña,200,es,614,7.34,2
Case Closed,1100,ja,614,7.993,2
Quantum Leap,97,en,612,8.068,3
Marvel's Inhumans,8,en,612,6.015,2
Rugrats,322,en,612,7.657,2
Extracurricular,10,ko,612,8.185,3
Santa Clarita Diet,30,en,611,7.458,2
SAINT SEIYA: Knights of the Zodiac,24,en,611,7.4,2
The Undoing,6,en,611,7.473,2
CSI: NY,197,en,609,7.383,2
Dracula,3,en,608,7.031,2
The Grand Tour,44,en,608,7.91,2
Jessie,98,en,607,8.09,3
The Tudors,38,en,606,7.838,2
Stargate Universe,40,en,605,7.356,2
Fawlty Towers,12,en,605,8.228,3
The Misfit of Demon King Academy,25,ja,605,8.5,3
Sailor Moon Crystal,39,ja,604,8.1,3
Justified,78,en,602,8.002,3
The King of Fighters: Destiny,24,zh,602,7.6,2
Money Heist: Korea - Joint Economic Area,12,ko,601,7.9,2
Hannah Montana,99,en,596,7.213,2
Marvel's Avengers,126,en,595,7.632,2
María de Todos los Ángeles,33,es,595,7.539,2
The Nevers,6,en,594,8.139,3
Hasta que el dinero nos separe,227,es,593,7.931,2
Atlanta,41,en,593,8.024,3
The Great Heist,6,es,593,7.269,2
Pinocchio,20,ko,593,8.267,3
La Jauría,16,es,593,7.315,2
Lovecraft Country,10,en,592,7.242,2
Saved by the Bell,86,en,588,7.8,2
DreamWorks Dragons,40,en,587,7.677,2
Kick Buttowski: Suburban Daredevil,52,en,586,8.172,3
The Suite Life of Zack & Cody,87,en,586,7.7,2
Quantico,57,en,586,6.551,2
Extraordinary Attorney Woo,16,ko,585,8.482,3
30 Rock,138,en,585,7.403,2
The White Lotus,13,en,583,7.642,2
Last Week Tonight with John Oliver,281,en,582,7.9,2
The 4400,44,en,580,7.219,2
Classroom of the Elite,25,ja,579,8.5,3
Shooter,31,en,579,7.2,2
Ugly Americans,31,en,578,8.208,3
Digimon Adventure:,67,ja,575,7.5,2
The Stand,9,en,575,6.97,2
DuckTales,101,en,574,7.595,2
The Middle,215,en,573,7.555,2
Prison School,12,ja,572,8.162,3
Teenage Mutant Ninja Turtles,124,en,571,8.273,3
Luis Miguel: The Series,27,es,570,8.008,3
Columbo,67,en,570,8.048,3
The Witcher: Blood Origin,4,en,569,6.828,2
Captain Tsubasa,54,ja,568,8.204,3
"What's New, Scooby-Doo?",42,en,568,7.892,2
Da Vinci's Demons,28,en,568,7.579,2
Mako: Island of Secrets,68,en,568,7.604,2
No Game No Life,12,ja,568,8.283,3
Timon & Pumbaa,169,en,568,7.232,2
Warehouse 13,64,en,566,7.661,2
Resident Alien,26,en,566,7.977,2
The Bear,18,en,565,8.27,3
Doraemon,1835,ja,564,7.687,2
Samurai Champloo,26,ja,564,8.324,3
M*A*S*H,251,en,560,7.933,2
Corazón salvaje,160,es,559,7.866,2
Yuri!!! on Ice,12,ja,559,8.574,3
My Little Pony: Friendship Is Magic,221,en,558,8.11,3
La Fea Más Bella,300,es,558,8.11,3
Candy Candy,115,ja,558,8.505,3
Saint Seiya: The Lost Canvas,26,ja,558,8.233,3
Maid,10,en,558,7.996,2
Alias,105,en,554,6.708,2
Space Force,17,en,552,6.594,2
Yellowjackets,19,en,552,7.582,2
The Heirs,20,ko,551,7.82,2
Teen Titans Go!,386,en,550,6.837,2
Noragami,25,ja,549,8.35,3
The Morning Show,30,en,549,7.89,2
"De brutas, nada",30,es,548,8.065,3
Eureka,77,en,545,7.792,2
What's Wrong with Secretary Kim,16,ko,545,8.393,3
The Familiar of Zero,49,ja,542,8.538,3
Julie and the Phantoms,9,en,541,8.519,3
Crash Landing on You,16,ko,541,8.607,3
Knight Rider,17,en,539,7.431,2
Monty Python's Flying Circus,45,en,538,8.253,3
Scissor Seven,40,zh,538,8.606,3
The King of Queens,207,en,536,7.068,2
And Then There Were None,3,en,536,7.577,2
Home Improvement,204,en,534,7.434,2
Marvel's Cloak & Dagger,20,en,534,7.29,2
Looking for Alaska,8,en,534,7.9,2
Veronica Mars,72,en,533,7.8,2
María la del Barrio,185,es,533,7.289,2
Toy Boy,21,es,532,7.7,2
Unorthodox,4,de,532,7.851,2
Heartland,253,en,531,8.3,3
Daria,65,en,531,8.357,3
Charlotte,13,ja,531,8.427,3
Are You Afraid of the Dark?,91,en,530,8.234,3
Hellsing Ultimate,10,ja,529,8.473,3
Superstore,113,en,529,7.583,2
The Cartel,107,es,529,7.5,2
Vinland Saga,48,ja,529,8.572,3
The Thundermans,98,en,529,8.043,3
What We Do in the Shadows,50,en,527,7.987,2
Silo,10,en,527,8.247,3
Barbarians,12,de,527,7.385,2
The Silent Sea,8,ko,527,7.8,2
Akashic Records of Bastard Magic Instructor,12,ja,526,8.536,3
Pucca,117,en,525,8.134,3
Arifureta: From Commonplace to World's Strongest,27,ja,525,8.551,3
Colony,36,en,522,6.872,2
Maid Sama!,26,ja,522,8.6,3
Senora Acero,395,es,522,7.751,2
Nicky Jam: El Ganador,13,es,522,7.3,2
The Boarding School,71,es,522,8.195,3
Johnny Bravo,181,en,521,7.33,2
My First First Love,16,ko,521,8.3,3
Soy tu dueña,146,es,520,7.7,2
H2O: Just Add Water,78,en,519,7.826,2
The Dragon Prince,45,en,517,8.284,3
Humans,24,en,516,7.5,2
King of the Hill,255,en,516,7.3,2
Toradora!,25,ja,514,8.332,3
Mom,170,en,514,7.3,2
Golden Time,24,ja,514,8.6,3
False Identity,171,es,513,7.5,2
Doctor Who,694,en,513,7.886,2
The Newsroom,25,en,513,8.119,3
Meteor Garden,49,zh,512,8.496,3
Animaniacs,123,en,512,8.55,3
Goosebumps,74,en,512,7.905,2
"Hensuki: Are You Willing to Fall in Love With a Pervert, As Long As She's a Cutie?",12,ja,510,7.8,2
Amar a Muerte,90,es,509,7.8,2
Good Girls,50,en,509,7.998,2
Kuroko's Basketball,75,ja,505,8.533,3
Cheers,273,en,505,7.588,2
Happy Tree Friends,194,en,504,7.803,2
The Alienist,18,en,503,7.613,2
Sofia the First,108,en,501,7.234,2
The Bridge,38,sv,501,8.112,3
My Dress-Up Darling,12,ja,500,8.5,3
Lilo & Stitch: The Series,65,en,500,7.383,2
Everybody Loves Raymond,210,en,500,6.8,2
Zoo,39,en,499,6.7,2
Devilman Crybaby,10,ja,498,7.845,2
For All Mankind,40,en,497,7.704,2
The Langoliers,2,en,496,6.401,2
El Clon,250,es,496,7.778,2
Castle Rock,20,en,494,7.261,2
Fuller House,75,en,493,7.515,2
Dug Days,5,en,492,7.42,2
Devs,8,en,492,7.4,2
Kamp Koral: SpongeBob's Under Years,62,en,490,7.2,2
Unbelievable,8,en,490,8.041,3
AlRawabi School for Girls,6,ar,488,7.482,2
Forever,22,en,488,7.77,2
A Discovery of Witches,25,en,487,7.922,2
The Society,10,en,485,7.602,2
The Good Wife,156,en,485,7.6,2
The Summer I Turned Pretty,15,en,485,8.281,3
Evil,37,en,484,7.805,2
The Glory,16,ko,482,8.5,3
Hunters,18,en,482,7.341,2
Hotel Del Luna,16,ko,480,8.556,3
Personal Taste,16,ko,479,8.02,3
My Teen Romantic Comedy SNAFU,38,ja,478,8.4,3
Scandal,124,en,478,7.2,2
Berserk,25,ja,478,8.5,3
Interspecies Reviewers,12,ja,476,7.964,2
Dr. Horrible's Sing-Along Blog,3,en,476,7.558,2
MythBusters,272,en,476,7.859,2
Batman Beyond,52,en,474,8.16,3
Batman,120,en,473,7.4,2
Gangs of London,17,en,473,7.93,2
Flower of Evil,16,ko,473,8.208,3
30 Coins (30 Monedas),10,es,472,7.2,2
SIX,18,en,470,7.366,2
"Hugo Chávez, El Comandante",102,es,468,7.2,2
Godfather of Harlem,30,en,468,8.12,3
Medium,130,en,468,7.563,2
The Walking Dead: Origins,4,en,468,7.801,2
The Watcher,7,en,466,7.34,2
Pasión prohibida,107,es,464,7.888,2
Entourage,96,en,462,7.317,2
Bosch,68,en,462,7.985,2
Revolution,42,en,461,6.385,2
Unbreakable Kimmy Schmidt,51,en,460,7.171,2
Warrior,30,en,460,8.027,3
Sky Rojo,24,es,460,7.612,2
The Young Pope,10,it,460,7.704,2
The Flight Attendant,16,en,459,7.333,2
Black Summer,16,en,459,7.071,2
Dawson's Creek,128,en,458,7.39,2
Queer As Folk,83,en,458,8.287,3
Scarlet Heart: Ryeo,20,ko,457,8.635,3
Law & Order,488,en,457,7.5,2
The Baby-Sitters Club,18,en,456,8.002,3
Triumph of Love,172,es,456,7.7,2
Fire Force,48,ja,456,8.493,3
Pretty Little Liars: The Perfectionists,10,en,455,7.862,2
The Chestnut Man,6,da,455,7.584,2
Heroes Reborn,13,en,454,6.849,2
La Familia del Barrio,95,es,453,8.457,3
"Walker, Texas Ranger",202,en,453,6.965,2
Utopia,12,en,452,8.03,3
The Daily Show,3830,en,452,6.3,2
Hercules: The Legendary Journeys,111,en,452,6.998,2
A Love So Beautiful,24,ko,451,8.422,3
And Just Like That…,21,en,450,7.542,2
Tiny Toon Adventures,98,en,450,7.786,2
Boy Meets World,158,en,450,8.336,3
Farscape,90,en,449,7.916,2
Virgin River,54,en,448,8.032,3
Almost Human,13,en,448,7.39,2
Man Vs Bee,9,en,448,7.26,2
Hemlock Grove,33,en,448,7.146,2
Godless,7,en,447,7.724,2
Babylon 5,110,en,445,8.109,3
"Like, la Leyenda",96,es,444,7.8,2
The Suite Life on Deck,73,en,444,7.918,2
Chip 'n' Dale Rescue Rangers,65,en,442,7.533,2
Hometown Cha-Cha-Cha,16,ko,442,8.233,3
Archive 81,8,en,442,7.219,2
Pose,26,en,442,8.293,3
The Flash,22,en,442,7.4,2
Torchwood,41,en,440,7.3,2
American Dragon: Jake Long,55,en,440,7.815,2
The Loud House,317,en,439,7.828,2
Into the Night,12,fr,439,7.274,2
Motherland: Fort Salem,30,en,438,8.083,3
The Following,45,en,438,6.821,2
Wild at Heart,162,es,438,7.8,2
Killjoys,50,en,437,6.879,2
Hellsing,13,ja,437,8.001,3
The Inmate,13,es,436,7.0,2
Serial Experiments Lain,13,ja,436,8.198,3
The Smurfs,422,en,435,6.989,2
Don't F**k with Cats: Hunting an Internet Killer,3,en,435,7.649,2
Resident Evil,8,en,434,5.797,1
Don't Mess with an Angel,194,es,434,7.5,2
SKAM Spain,39,es,434,7.763,2
Black Bird,6,en,433,8.15,3
Cable Girls,42,es,433,7.835,2
The Adventures of Super Mario Bros. 3,26,en,432,7.587,2
Pocoyo,212,en,431,7.0,2
Robot Chicken,218,en,431,7.625,2
Adventure Time: Distant Lands,4,en,431,8.05,3
A Terra Prometida,180,pt,431,7.682,2
Black Books,18,en,431,8.021,3
Louie,61,en,431,7.8,2
Marianne,8,fr,430,7.574,2
Defiance,38,en,430,6.812,2
The Night Agent,10,en,429,7.909,2
Dead to Me,30,en,429,7.33,2
Jesus of Nazareth,4,en,429,7.8,2
Recess,127,en,427,7.714,2
Orange,13,ja,427,8.067,3
Blood of Zeus,8,en,427,7.864,2
Marco Polo,20,en,424,7.297,2
Burn Notice,111,en,424,7.489,2
El Dragón: Return of a Warrior,82,es,423,7.405,2
Master of None,25,en,423,7.559,2
Behind Her Eyes,6,en,423,7.418,2
Kenichi: The Mightiest Disciple,50,ja,423,8.5,3
Porque el Amor Manda,182,es,423,8.1,3
El secreto de Selena,13,es,422,7.028,2
3rd Rock from the Sun,139,en,422,7.489,2
The Wilds,18,en,421,7.854,2
Bear Grylls: Escape From Hell,6,en,421,6.6,2
The Hidden Dungeon Only I Can Enter,12,ja,420,8.075,3
Monster,74,ja,420,8.577,3
Real Girl,24,ja,420,8.589,3
El Presidente,16,es,419,7.2,2
Goblin Slayer,13,ja,418,8.2,3
Krypton,20,en,418,7.15,2
Second chance,157,en,417,7.588,2
Kim Possible,86,en,417,7.555,2
FlashForward,22,en,416,7.069,2
Monogatari,58,ja,416,8.139,3
Outcast,20,en,416,7.096,2
Foster's Home for Imaginary Friends,79,en,416,7.863,2
Wonder Woman,60,en,415,7.0,2
Will & Grace,194,en,415,6.954,2
Making a Murderer,20,en,414,7.832,2
Cow and Chicken,104,en,414,7.05,2
Baki Hanma,39,ja,414,8.2,3
All American,91,en,414,8.245,3
The Spanish Princess,16,en,413,7.6,2
Rebelde,16,es,413,7.521,2
Happiness,12,ko,413,8.007,3
Future Man,34,en,412,7.159,2
3%,33,pt,412,7.226,2
The Incredible Hulk,83,en,412,7.2,2
Jericho,29,en,412,7.4,2
Solar Opposites,38,en,411,7.9,2
Nip/Tuck,100,en,411,7.23,2
Alchemy of Souls,30,ko,411,8.622,3
Land of Honor,160,es,411,7.827,2
X-Men: Evolution,52,en,410,7.967,2
Los heroes del norte,52,es,410,7.79,2
Death Parade,12,ja,410,8.098,3
Haven,78,en,410,7.589,2
El Chavo: The Animated Series,134,es,410,7.485,2
The West Wing,154,en,409,8.28,3
Summertime,24,it,408,6.9,2
1883,10,en,407,8.399,3
Gurren Lagann,27,ja,406,8.208,3
Star Trek: Strange New Worlds,20,en,406,8.291,3
Date a Live,46,ja,405,8.523,3
Pride and Prejudice,6,en,405,8.222,3
Gomorrah,58,it,403,8.082,3
Hi! School - Love On,20,ko,403,7.9,2
Halt and Catch Fire,40,en,403,8.014,3
Baywatch,242,en,403,5.9,1
The Looney Tunes Show,52,en,402,8.007,3
"Hi Bye, Mama!",16,ko,402,8.114,3
Welcome to Earth,6,en,401,7.638,2
Salem's Lot,2,en,400,6.87,2
The Mask: Animated Series,54,en,400,7.0,2
Schitt's Creek,79,en,400,7.775,2
The Stand,4,en,399,6.8,2
Utopia,8,en,399,7.31,2
Home Before Dark,20,en,399,7.629,2
"Roswell, New Mexico",52,en,398,7.943,2
Halo: The Fall of Reach,3,en,397,6.916,2
Doom at Your Service,16,ko,395,8.008,3
The Protector,32,tr,395,7.285,2
Yu Yu Hakusho,112,ja,395,8.551,3
Tale of the Nine Tailed,16,ko,395,8.5,3
The Librarians,42,en,395,7.275,2
Roswell,61,en,395,7.8,2
Winx Club,208,it,395,8.22,3
Vagabond,16,ko,394,8.392,3
Made In Abyss,25,ja,393,8.5,3
BTS In the SOOP,13,ko,393,8.537,3
My Wife and Kids,123,en,393,7.438,2
Agatha Christie's Poirot,70,en,392,8.2,3
Woman,81,tr,391,7.57,2
Animal Kingdom,75,en,391,7.746,2
Kill la Kill,24,ja,391,8.316,3
Queen of the South,62,en,390,7.723,2
One Tree Hill,187,en,390,7.8,2
Blackadder,24,en,390,7.938,2
The Trials of Gabriel Fernandez,6,en,389,7.44,2
The Borgias,29,en,389,7.566,2
Enemigo íntimo,113,es,389,7.55,2
Noblesse,13,ja,388,8.6,3
The Ren & Stimpy Show,91,en,388,7.593,2
Masha and the Bear,118,ru,388,6.836,2
Raising Dion,17,en,388,7.696,2
The Jetsons,75,en,388,7.3,2
"Dr. Quinn, Medicine Woman",149,en,388,7.589,2
Beauty and the Beast,70,en,387,7.463,2
Dollhouse,25,en,387,7.239,2
Operación Pacífico,44,es,387,7.68,2
TRIGUN,26,ja,387,8.203,3
Deceptions,120,es,387,7.487,2
Sliders,87,en,386,7.61,2
The Lost Room,3,en,386,7.8,2
En nombre del amor,170,es,386,7.596,2
Tower of God,13,ja,386,8.475,3
NCIS: New Orleans,155,en,385,7.396,2
Ben 10: Omniverse,80,en,385,8.191,3
Clannad,44,ja,384,8.4,3
Charmed,72,en,383,7.347,2
Wayne,10,en,383,8.27,3
Prodigal Son,33,en,383,8.242,3
Airwolf,80,en,382,7.47,2
Café con Aroma de Mujer,139,es,382,7.5,2
Dark Angel,42,en,382,7.471,2
The Jinx: The Life and Deaths of Robert Durst,6,en,381,8.047,3
Rizzoli & Isles,105,en,381,7.982,2
Dead Like Me,29,en,381,7.651,2
Too Hot to Handle,49,en,381,6.727,2
The Way of the Househusband,15,ja,381,8.482,3
Blue Exorcist,37,ja,380,7.957,2
Daybreak,10,en,380,7.082,2
You Me Her,50,en,379,7.004,2
The Munsters,70,en,379,7.938,2
The Batman,65,en,379,7.843,2
Formula 1: Drive to Survive,50,en,378,8.324,3
Lois & Clark: The New Adventures of Superman,87,en,378,7.013,2
Lost Girl,77,en,378,7.817,2
Bonanza,431,en,378,7.57,2
Pacific Rim: The Black,14,en,378,8.258,3
Call Me Bruna,32,pt,375,7.3,2
Hell on Wheels,57,en,375,7.675,2
Helix,26,en,374,6.703,2
The Knick,20,en,374,7.93,2
Tiger King,13,en,374,6.941,2
Justice League,50,en,374,8.15,3
Deadman Wonderland,12,ja,372,7.7,2
Amazing Stories,5,en,372,7.414,2
Lore,12,en,372,7.0,2
1000 Ways to Die,71,en,370,7.7,2
Dinosaur King,79,ja,370,8.153,3
Alex Rider,16,en,370,7.77,2
Juntos El Corazón Nunca Se Equivoca,27,es,370,8.2,3
Sortilegio,90,es,370,7.643,2
Shaman King,64,ja,369,8.569,3
Spaced,14,en,369,7.946,2
Golden Boy,6,ja,368,8.2,3
The Inbetweeners,18,en,368,7.645,2
DOTA: Dragon's Blood,24,en,368,7.904,2
Gargoyles,78,en,368,8.1,3
Carita de Ángel,175,es,367,7.781,2
The Cleveland Show,88,en,367,5.856,1
Nine Perfect Strangers,11,en,366,7.191,2
Saturday Night Live,951,en,366,6.9,2
The Stranger,8,en,365,7.299,2
Manhunt,18,en,364,7.636,2
Transformers: Prime,68,en,364,8.093,3
Súbete a mi moto,15,es,364,7.6,2
Black Lagoon,24,ja,364,8.063,3
BNA,12,ja,363,8.351,3
Metal Family,15,ru,363,8.6,3
The Girlfriend Experience,37,en,362,7.1,2
Liv and Maddie,80,en,362,8.11,3
El marginal,43,es,362,8.135,3
My First Girlfriend is a Gal,10,ja,361,8.478,3
To Love-Ru,64,ja,360,8.507,3
Generation War,3,de,360,7.953,2
Wilfred,49,en,359,7.597,2
Mischievous Kiss,17,ko,359,7.781,2
Nikita,73,en,359,7.32,2
Mr. Bean: The Animated Series,130,en,359,6.767,2
Good Luck Charlie,99,en,358,7.923,2
Domestic Girlfriend,12,ja,358,8.337,3
Miami Vice,111,en,358,7.503,2
Barbie: Life in the Dreamhouse,107,en,358,7.499,2
The Story of God with Morgan Freeman,15,en,358,7.468,2
The Six Million Dollar Man,99,en,358,7.3,2
Nuevo Rico Nuevo Pobre,194,es,357,7.8,2
The Cosby Show,201,en,357,7.015,2
Fatmagul,80,tr,357,8.003,3
Chowder,93,en,357,8.231,3
¡Mucha Lucha!,52,en,356,8.2,3
Awkward.,89,en,355,7.5,2
HAPPY!,18,en,355,7.376,2
Aaahh!!! Real Monsters,102,en,355,7.8,2
Rubí,115,es,354,7.627,2
Step by Step,160,en,354,7.768,2
Generation Kill,7,en,353,7.948,2
Carnivàle,24,en,353,7.969,2
Dracula,10,en,352,7.1,2
Veep,65,en,352,7.4,2
Special Ops: Lioness,8,en,351,8.348,3
All For Love,69,es,350,7.497,2
Salvation,26,en,350,6.5,2
Invader ZIM,46,en,350,8.434,3
Rose Red,3,en,349,6.8,2
Hasta que la plata nos separe,162,es,349,8.292,3
Magnificent Century: Kösem,60,tr,349,7.7,2
Mazinger Z,92,ja,348,7.852,2
ZeroZeroZero,8,it,348,7.763,2
Blue Mountain State,39,en,348,7.54,2
Imperio De Mentiras,91,es,347,7.5,2
La mujer en el espejo,151,es,347,7.095,2
Survivor,656,en,347,7.4,2
Black,18,ko,346,7.912,2
CatDog,132,en,346,7.123,2
The Diary of Anne Frank,5,en,346,7.306,2
NOS4A2,20,en,345,7.383,2
Bungo Stray Dogs,60,ja,345,8.438,3
"Love, Chunibyo & Other Delusions!",24,ja,344,8.265,3
Get Smart,138,en,344,7.881,2
Kenan & Kel,62,en,343,8.173,3
Sam & Cat,35,en,342,7.7,2
Vecinos,63,es,341,7.95,2
The Search,6,es,341,7.194,2
The Healing Powers of Dude,8,en,340,7.156,2
The Future Diary,26,ja,339,7.7,2
The Mafia Dolls,58,es,338,7.4,2
Beavis and Butt-head,218,en,338,7.095,2
Komi Can't Communicate,24,ja,337,8.433,3
Rebelde Way,318,es,337,7.994,2
Wizards: Tales of Arcadia,10,en,337,8.2,3
Tribes of Europa,6,de,337,7.047,2
Prehistoric Planet,10,en,336,8.4,3
Cowboy Bebop,10,en,336,6.647,2
The Woman in the House Across the Street from the Girl in the Window,8,en,336,6.747,2
The Legend of Vox Machina,24,en,336,8.272,3
The Scent of Passion,92,es,336,7.33,2
Cold Case,156,en,335,7.845,2
Terror in Resonance,11,ja,335,7.884,2
AnoHana: The Flower We Saw That Day,11,ja,335,8.373,3
Angel Beats!,13,ja,335,8.0,2
Celebrity Deathmatch,95,en,335,7.61,2
Highlander: The Series,119,en,335,7.4,2
BEEF,10,en,334,7.8,2
Pushing Daisies,22,en,334,7.864,2
Red Dwarf,73,en,334,8.034,3
Teasing Master Takagi-san,36,ja,334,8.2,3
My Babysitter's a Vampire,26,en,333,8.153,3
Spider-Man: The New Animated Series,13,en,333,7.1,2
Numb3rs,118,en,333,7.069,2
Run BTS!,165,ko,332,8.521,3
Dare Me,10,en,332,7.819,2
Vampires,6,fr,331,7.459,2
Bull,125,en,331,7.076,2
Star Wars: Clone Wars,25,en,331,7.724,2
My Love Story!!,24,ja,331,8.532,3
The Dark Crystal: Age of Resistance,10,en,331,7.745,2
Popeye the Sailor,230,en,330,7.142,2
The Affair,53,en,329,6.614,2
Invisible City,12,pt,329,7.125,2
Walker,56,en,329,7.1,2
Tales from the Loop,8,en,328,7.0,2
Griselda Blanco: The Black Widow,136,es,328,7.383,2
Sonic Boom,104,en,328,7.488,2
Psycho-Pass,41,ja,328,7.873,2
Inspector Gadget,86,en,328,6.861,2
Better Than Us,16,ru,327,7.4,2
The Transformers,95,en,327,7.89,2
The Addams Family,64,en,326,7.959,2
Saga of Tanya the Evil,13,ja,326,8.423,3
Generator Rex,60,en,325,8.509,3
Marvel's Spider-Man,57,en,325,7.608,2
Taken,10,en,324,7.5,2
Garfield and Friends,363,en,324,7.228,2
Ghost in the Shell: Stand Alone Complex,52,ja,323,8.2,3
MATARIFE,34,es,323,8.2,3
Twin Star Exorcists,50,ja,323,8.506,3
Las Tontas No Van al Cielo,140,es,323,7.701,2
Goliath,32,en,322,7.578,2
We Are Who We Are,8,en,322,8.0,2
The Ancient Magus' Bride,48,ja,322,8.522,3
Line of Duty,36,en,322,8.3,3
Chespirito,136,es,322,8.084,3
Impractical Jokers,241,en,322,7.884,2
Caprica,18,en,322,6.933,2
FBI: Most Wanted,96,en,321,7.692,2
No Ordinary Family,20,en,321,7.072,2
The Clone,221,pt,320,8.088,3
Girls,62,en,320,6.219,2
Another Life,20,en,319,6.207,2
"Murder, She Wrote",264,en,319,7.583,2
Pokémon Origins,4,ja,318,7.237,2
Re:ZERO -Starting Life in Another World-,50,ja,318,7.631,2
Mr. Queen,20,ko,318,8.612,3
Bluey,154,en,317,8.521,3
Snowfall,60,en,317,8.549,3
Chappelle's Show,28,en,316,8.002,3
Touch Your Heart,16,ko,316,8.381,3
"Magnum, P.I.",162,en,316,7.307,2
Masters of the Universe: Revelation,10,en,315,6.5,2
Extras,12,en,315,7.8,2
F is for Family,44,en,315,7.344,2
Bakugan Battle Brawlers,189,ja,315,8.347,3
The Passage,10,en,314,7.008,2
Masters of Sex,46,en,314,7.075,2
GLOW,30,en,314,7.269,2
Jeffrey Epstein: Filthy Rich,4,en,313,7.155,2
Leverage,77,en,313,7.559,2
The Usurper,25,es,313,6.9,2
Broken Promises,61,es,313,7.2,2
Undertaker: The Last Ride,6,en,312,7.4,2
Seraph of the End,24,ja,312,7.883,2
Hijack,7,en,312,8.08,3
My Little Monster,13,ja,311,8.458,3
Biohackers,12,de,311,7.346,2
The Pillars of the Earth,8,en,310,7.676,2
Strike Back,76,en,310,7.406,2
How to Survive Being Single,26,es,310,7.1,2
Childhood's End,3,en,309,6.974,2
Big Shot,20,en,309,8.0,2
The New Batman Adventures,24,en,309,7.948,2
Peep Show,54,en,309,8.013,3
FLCL,24,ja,308,8.1,3
Life,10,en,308,8.3,3
Corazon Valiente,206,es,308,7.724,2
Willow,8,en,307,6.9,2
Sonny with a Chance,46,en,307,7.989,2
Acapulco,20,en,306,7.337,2
Cosmos: A Personal Voyage,13,en,306,8.513,3
The Twilight Zone,20,en,306,6.721,2
Oggy and the Cockroaches,579,fr,306,7.422,2
A Teacher,10,en,306,7.355,2
The Big Show Show,8,en,305,7.5,2
Perfume,6,de,305,6.87,2
Top Cat,30,en,304,7.48,2
Close Enough,46,en,304,8.087,3
Messiah,10,en,304,7.273,2
Police Squad!,6,en,304,7.8,2
Baki the Grappler,48,ja,303,7.9,2
Aladdin,86,en,302,6.921,2
The Beatles: Get Back,3,en,302,8.5,3
Vampire Knight,26,ja,302,8.364,3
JAG,227,en,302,7.31,2
Japan Sinks: 2020,10,ja,302,7.21,2
He-Man and the Masters of the Universe,130,en,302,7.238,2
Penny Dreadful: City of Angels,10,en,301,6.9,2
The Boondocks,55,en,301,8.1,3
Ahsoka,8,en,301,8.048,3
Mars,12,en,301,7.003,2
Elite Short Stories: Carla Samuel,3,es,301,7.463,2
Crime Scene: The Vanishing at the Cecil Hotel,4,en,300,7.082,2
Teenage Bounty Hunters,10,en,300,7.815,2
La tormenta,216,es,299,7.263,2
Magical Sempai,12,ja,298,8.362,3
Mortal Kombat: Conquest,22,en,298,6.951,2
The Innocent,8,es,298,7.71,2
Moonlighting,66,en,298,7.5,2
Blue Spring Ride,12,ja,298,8.54,3
Dan Brown's The Lost Symbol,10,en,298,7.455,2
Roseanne,231,en,297,6.918,2
The Three Sides of Ana,123,es,297,7.074,2
Digimon Tamers,51,ja,297,8.588,3
BIA,120,es,297,7.891,2
